epoch,train_loss_avg,val_loss,qwk_c,qwk_o,qwk_l,qwk_avg,emd_c,emd_o,emd_l,macroEMD,tailR0_c,tailR0_o,tailR0_l,tailR0_avg
1,1.8020699755755134,1.497315837782505,0.10593755236552527,0.18761774832716172,0.1618678602445054,0.15180772031239745,0.3633286030681843,0.3639126600852022,0.37176371528524055,0.3663349928128757,0.0,0.1111111111111111,0.25,0.12037037037037036
2,1.2937440772284787,1.1459126539277074,0.3075780089153046,0.4588127338180279,0.44742687196476305,0.4046058715660319,0.3212367447662453,0.31878446155729007,0.2892825730457508,0.30976792645642875,0.0,0.0,0.0,0.0
3,1.1098008666538792,0.9502039105762738,0.5029736203216397,0.5277812935071511,0.6235343975137732,0.5514297704475214,0.2647826354208611,0.2585268512778023,0.24548281888696555,0.2562641018618763,0.0,0.0,0.0,0.0
4,1.0079759654428935,0.9550815377041553,0.5768808011724474,0.5477301654645736,0.4522532693574184,0.5256214119981465,0.24894634058025958,0.2539777565750986,0.2373386913853913,0.24675426284691648,0.0,0.0,0.0,0.0
5,0.9421203898131538,0.8959949950443655,0.6358372566931347,0.509255817411345,0.650304402811682,0.5984658256387205,0.22576599221966695,0.23423679998707883,0.20891371863083824,0.2229721702791947,0.06521739130434782,0.0,0.0,0.021739130434782608
6,0.8953959399518122,1.0603462549400242,0.5768102273918054,0.5973603552886719,0.5104551045510455,0.561541895743841,0.2296367744454399,0.2286074653877137,0.2228812268924126,0.2270418222418554,0.0,0.0,0.0,0.0
7,0.8058580688738165,0.8953916232091815,0.6617493554675218,0.6735341611448299,0.6424202047120102,0.6592345737747873,0.20993816624377065,0.20558844921190805,0.19703084563912937,0.20418582036493604,0.15217391304347827,0.0,0.0,0.050724637681159424
8,0.7475857660145923,0.9246379402990811,0.6239250907701128,0.6367423575661563,0.6112389318831486,0.6239687934064726,0.20570459527930524,0.2062191593498063,0.20364827912039757,0.20519067791650303,0.21739130434782608,0.0,0.0,0.07246376811594203
9,0.6700613984037914,0.8859414405247108,0.6614145303475529,0.647677423231777,0.6412948381452319,0.650128930574854,0.1918592215261738,0.19885347240634774,0.18778373329565787,0.19283214240939314,0.1956521739130435,0.0,0.0,0.06521739130434782
10,0.5696922400340108,0.952346600410787,0.6846228262664873,0.6938752596418347,0.6360357861155419,0.6715112906746213,0.18134361259414758,0.1894067977803115,0.18343827794878692,0.18472956277441532,0.3067632850241546,0.05555555555555555,0.0,0.1207729468599034
11,0.5275701024613623,0.9709716218771232,0.6148119660467544,0.6330640149160969,0.6167673281564567,0.621547769706436,0.19848833381749958,0.20312838886373902,0.1964238942724819,0.19934687231790682,0.19806763285024154,0.05555555555555555,0.0,0.08454106280193237
12,0.47052624925108133,0.9984690555147064,0.661990699591658,0.6705795202005812,0.5926493108728943,0.6417398435550444,0.1823738373835001,0.18686990763705247,0.18742548436653483,0.1855564097956958,0.1642512077294686,0.0,0.0,0.05475040257648953
13,0.40440647072426406,1.0476058852035293,0.6632915912163024,0.6993107251171767,0.5997597056394082,0.6541206739909624,0.18333546786218374,0.18092089133206618,0.18635704931513247,0.1835378028364608,0.24154589371980675,0.1111111111111111,0.0,0.1175523349436393
14,0.34213847329824865,1.0799707758829356,0.6454849498327759,0.6661439170034381,0.564579592772281,0.6254028198694983,0.1834788388958055,0.18540516704022858,0.19028873152415537,0.18639091248672982,0.19806763285024154,0.15277777777777776,0.0,0.11694847020933978
15,0.2943679374772036,1.1178459999730657,0.6581794789321325,0.6851575931232091,0.6195290858725762,0.654288719309306,0.1809926891744248,0.18562409297513688,0.17773477367920287,0.1814505186095882,0.2632850241545894,0.1111111111111111,0.0,0.1247987117552335
16,0.24948855119454805,1.2593312733774824,0.6058017196384913,0.6308584114454859,0.5962053733072633,0.6109551681304135,0.19386051552636605,0.19645826338727215,0.1878184713255396,0.1927124167463926,0.1859903381642512,0.05555555555555555,0.0,0.08051529790660225
17,0.20261432661239212,1.2256803685509396,0.681107725842808,0.6777815201526889,0.6128201459436257,0.6572364639797076,0.17278806105318745,0.1789442895466451,0.17794641851633414,0.17655958970538888,0.21980676328502413,0.19444444444444442,0.1,0.17141706924315617
18,0.1754427178344043,1.2828625784240015,0.6346198258412465,0.6576878542263392,0.5720768416275903,0.6214615072317254,0.18563769584626422,0.18776356264306154,0.18741945829143597,0.18694023892692058,0.12077294685990338,0.05555555555555555,0.0,0.05877616747181965
19,0.14831857976677593,1.3882485359591135,0.6228483296152469,0.6439836966152755,0.5822542984504351,0.6163621082269858,0.19049579732595842,0.19125221981439777,0.1868087481171896,0.18951892175251528,0.1859903381642512,0.041666666666666664,0.0,0.07588566827697261
20,0.11554040952305442,1.3971117316323813,0.6767398026437362,0.6701762687803147,0.5817901762793086,0.6429020825677866,0.1706539027050118,0.1811004357408697,0.18354298817227357,0.1784324422060517,0.1859903381642512,0.1111111111111111,0.0,0.09903381642512077
21,0.09029860114584787,1.437732829379386,0.6418740074113287,0.6176915322580645,0.5817416880747608,0.613769075914718,0.1813521061567133,0.1922358876922931,0.1862302780071677,0.1866060906187247,0.12077294685990338,0.0,0.0,0.040257648953301126
22,0.08306351469620364,1.556423280240362,0.6284713632872003,0.6558187672493101,0.5833217318669079,0.6225372874678061,0.18397911557153085,0.18133669917018957,0.18456926197538923,0.18329502557236987,0.2632850241545894,0.1111111111111111,0.1,0.15813204508856682
23,0.06455863307770074,1.5253589165360841,0.6682357517992609,0.6925982298889453,0.6032121898486564,0.6546820571789542,0.17626632378883014,0.1784317282815135,0.1734937465585367,0.17606393287629343,0.14251207729468598,0.1111111111111111,0.0,0.08454106280193237
24,0.05506142853724483,1.554021651663084,0.6554444215302124,0.6895177361498604,0.6092271565715865,0.6513964380838865,0.1785925621465821,0.1797237404818787,0.17382044318035733,0.17737891526960603,0.1642512077294686,0.0,0.0,0.05475040257648953
25,0.04987683766822064,1.6735577859246453,0.6272455744153858,0.6496965411584468,0.5645149225820929,0.6138190127186418,0.1907223837583442,0.19192632994231187,0.18184714244841862,0.1881652853830249,0.06521739130434782,0.0,0.0,0.021739130434782608
26,0.03620241623094205,1.719547403674851,0.6534131704079007,0.6482506845147551,0.578738269744503,0.6268007082223863,0.18509652509438546,0.18845945244923099,0.183487359359005,0.1856811123008738,0.14251207729468598,0.041666666666666664,0.0,0.061392914653784214
27,0.03001832700342305,1.7480399879001023,0.646999523193243,0.6453535943892461,0.5835826086956521,0.6253119087593805,0.18274093453803886,0.18809921887418227,0.1792426445427437,0.18336093265165496,0.13043478260869565,0.09722222222222221,0.0,0.07588566827697261
28,0.024353092558302068,1.7470166949725217,0.644964367352427,0.6431786807514555,0.5835214446952596,0.6238881642663806,0.18005644951261307,0.18504595322531486,0.18280398418235316,0.1826354623067604,0.14251207729468598,0.041666666666666664,0.1,0.09472624798711755
29,0.022123544957881287,1.781344244452023,0.6467881317387698,0.6637193880518877,0.5971288198195059,0.6358787798700545,0.18173913040558626,0.18518762734660466,0.17561626920005433,0.1808476756507484,0.14251207729468598,0.05555555555555555,0.0,0.06602254428341385
30,0.018017211938616013,1.8712278572149528,0.6231474179425123,0.6467233009708738,0.5879396984924623,0.6192701391352827,0.1880154732340887,0.19158372437839494,0.1827655836645595,0.1874549270923477,0.14251207729468598,0.09722222222222221,0.0,0.07991143317230273
31,0.01583177760481257,1.8354564197660255,0.6596033317958596,0.6508336332013913,0.5755986474363398,0.6286785374778635,0.18330271435530157,0.1866955476214826,0.18265991731103254,0.1842193930959389,0.14251207729468598,0.09722222222222221,0.0,0.07991143317230273
32,0.013789325628100584,1.8495598290393849,0.6661979940813347,0.6421384410231543,0.5956037762434832,0.6346467371159907,0.18354796257760064,0.18909597453049498,0.177600634454205,0.18341485718743353,0.08695652173913043,0.041666666666666664,0.0,0.0428743961352657
33,0.012296843196422802,1.8679380194617028,0.6426674655808696,0.6411814756290264,0.5745897300158814,0.6194795570752591,0.18614046307192186,0.19174367714727097,0.1818455357483871,0.18657655865585998,0.08695652173913043,0.041666666666666664,0.0,0.0428743961352657
34,0.011330934115697478,1.856367235030675,0.6564661018087092,0.6535626535626535,0.5792802923812201,0.6297696825841943,0.18401323571560496,0.1891633141190343,0.18050938850370885,0.18456197944611605,0.08695652173913043,0.09722222222222221,0.0,0.061392914653784214
35,0.011137628743109433,1.8570637125922522,0.6679530383737362,0.659104406699133,0.5774233128834355,0.6348269193187682,0.18328979506612036,0.1878993496959574,0.18144050985771948,0.18420988487326576,0.08695652173913043,0.09722222222222221,0.0,0.061392914653784214
