epoch,train_loss_avg,val_loss,qwk_c,qwk_o,qwk_l,qwk_avg,emd_c,emd_o,emd_l,macroEMD,tailR0_c,tailR0_o,tailR0_l,tailR0_avg
1,1.7940364406546223,1.5493915177576323,0.06765109165699823,0.0811611642696789,0.13684210526315788,0.09521812039661166,0.37154469863649914,0.3757259184861058,0.3735769053295342,0.37361584081737975,0.0,0.1,0.0,0.03333333333333333
2,1.297129497468182,1.1638669143468627,0.2258499578533295,0.4299200497630765,0.06131255618819298,0.23902752126819968,0.32586402296401235,0.31848651583584564,0.29955806916988453,0.3146362026565808,0.0,0.0,0.0,0.0
3,1.1280328359081884,1.1454302416147852,0.2893312644287175,0.3509490430810428,0.4267158776350344,0.3556653950482649,0.28580671737047886,0.28263495881479034,0.26607382645634614,0.27817183421387176,0.0,0.0,0.0,0.0
4,1.0925226763496931,1.1004313374291215,0.3896385041961983,0.40220981888597784,0.4394150295128183,0.41042111753166477,0.27088109849661574,0.26894659018178796,0.2548589726935805,0.2648955537906614,0.0,0.0,0.0,0.0
5,0.9714742949151426,0.9797542576723253,0.5408844576184915,0.512177485620378,0.5816473734210619,0.5449031055533105,0.23635747948179414,0.2383220820809581,0.2298324816012534,0.23483734772133522,0.0,0.0,0.0,0.0
6,0.8723558286503356,0.9444652808462568,0.6168730037219862,0.6154177241491904,0.5937121266129608,0.6086676181613792,0.21054503229354168,0.2215263467001364,0.21763809138599904,0.21656982345989237,0.045454545454545456,0.0,0.0,0.015151515151515152
7,0.8006165550031333,1.0128952779370346,0.6046472695617237,0.5996885201713139,0.5609490221224751,0.5884282706185042,0.20267498344528745,0.2137525912334624,0.2085705971569604,0.20833272394523675,0.25,0.0,0.0,0.08333333333333333
8,0.7171770569195108,0.9851004034822937,0.6178307259278655,0.6180659895426408,0.60589191245116,0.6139295426405554,0.19646032339097852,0.20668167541203833,0.2056880077844192,0.20294333552914534,0.18181818181818182,0.0,0.0,0.06060606060606061
9,0.6491193668704636,1.0121622601323144,0.635673317715486,0.637604997379492,0.6166841390688642,0.6299874847212807,0.18583499006702536,0.2004679574963315,0.19138506367174776,0.19256267041170153,0.06818181818181818,0.0,0.0,0.022727272727272724
10,0.5738218375617087,1.0444611199729819,0.6237796691909646,0.6192769012510211,0.582587326663156,0.6085479657017139,0.1869851831073013,0.19447852076887331,0.18858943514310395,0.1900177130064262,0.13636363636363635,0.0,0.0,0.04545454545454545
11,0.4978029633478045,1.1349468751678964,0.6056621203064718,0.6161643793978633,0.5443736400373018,0.588733379913879,0.18956576898815614,0.19982333110752407,0.19762252217132073,0.195670540755667,0.18181818181818182,0.0,0.0,0.06060606060606061
12,0.44359829421454733,1.1931044522274121,0.6213570184956221,0.5940714391581443,0.570725280820968,0.5953845794915781,0.17975065962125306,0.19547627057772585,0.1908699279659695,0.18869895272164947,0.29545454545454547,0.041666666666666664,0.0,0.11237373737373739
13,0.3958150600088704,1.1991945820957703,0.653220559531555,0.6108108108108108,0.5864031848395872,0.6168115183939843,0.1768726934500035,0.19463155313413094,0.18339210917569712,0.18496545191994385,0.20454545454545456,0.041666666666666664,0.0,0.08207070707070707
14,0.3394282576520959,1.2678781950827778,0.6286231884057971,0.5992625541378906,0.5855476404124014,0.6044777943186964,0.17587171751794758,0.1931019189944417,0.17918082832320253,0.18271815494519728,0.21464646464646464,0.0,0.0,0.07154882154882154
15,0.2851079784616622,1.2980382735657667,0.6510993910672883,0.6290554947271365,0.5762817458863194,0.618812210560248,0.1737237758975531,0.1844766779236027,0.1812446082164325,0.1798150206791961,0.18181818181818182,0.08333333333333333,0.0,0.08838383838383838
16,0.25881530523900786,1.3776354348153308,0.6398954656895762,0.579571602860099,0.5141782463799185,0.5778817716431979,0.17865157733121378,0.19451758978424372,0.18667782069719469,0.18661566260421739,0.1919191919191919,0.041666666666666664,0.0,0.07786195286195285
17,0.20204036793131983,1.4760417540945758,0.640691864189622,0.6075837121905219,0.5785996145728183,0.6089583969843207,0.17894785272255537,0.1947239791293224,0.17665964703647946,0.18344382629611908,0.18181818181818182,0.08333333333333333,0.0,0.08838383838383838
18,0.1727416276245916,1.512643021234804,0.6626156443979356,0.5902060416550338,0.5693923480870218,0.6074046780466636,0.16430452340790735,0.1911701442353303,0.17670201326213547,0.17739222696845772,0.23737373737373738,0.08333333333333333,0.0,0.1069023569023569
19,0.13671642937802758,1.5918660673107232,0.6249684238516253,0.6241641888461817,0.5552924551721504,0.6014750226233191,0.18068391912010984,0.19368320736375857,0.17590513600713414,0.18342408749700087,0.1590909090909091,0.041666666666666664,0.0,0.06691919191919192
20,0.12352942385675929,1.7103612700745308,0.6255414644329629,0.609135571411861,0.5246120053293004,0.5864296803913748,0.1819994944312096,0.19317535299181626,0.18621581456953926,0.18713022066418838,0.09090909090909091,0.0,0.0,0.030303030303030304
21,0.09994198839620698,1.7187582903247112,0.6455301189410411,0.6160423452768731,0.5301323849041693,0.5972349497073611,0.1703479663111107,0.18438517630352275,0.1827354666150847,0.17915620307657273,0.16919191919191917,0.041666666666666664,0.0,0.07028619528619527
22,0.07862076617814011,1.8215251165641289,0.6049918610960391,0.5937302945680569,0.5191095507859252,0.5726105688166737,0.18605028767125872,0.2007476578923817,0.18441602432777932,0.19040465663047323,0.13636363636363635,0.041666666666666664,0.0,0.05934343434343434
23,0.06006475985802611,1.8054248516583986,0.6583417568600379,0.6041149144597421,0.5570869808157943,0.6065145507118581,0.16971059305225622,0.1915442148184578,0.17733105379546238,0.17952862055539212,0.25,0.041666666666666664,0.0,0.09722222222222222
24,0.05409526187909834,1.8738408401617075,0.6498951010342671,0.5840536404052183,0.5944550738240497,0.6094679384211784,0.17051914561373555,0.19553299788369233,0.17310535044677886,0.17971916464806892,0.1590909090909091,0.041666666666666664,0.0,0.06691919191919192
25,0.04457280064196485,1.9900587846407778,0.6068003487358327,0.6167048890576841,0.5215314829246848,0.5816789069060672,0.1791536270708512,0.1895640565294688,0.17961598559665606,0.18277788973232534,0.18181818181818182,0.0,0.0,0.06060606060606061
26,0.03733166253840647,2.0324403945082787,0.6161798945628701,0.6167882125316269,0.5312866714615587,0.5880849261853519,0.1768008266509732,0.1932443929809103,0.18011427852443712,0.1833864993854402,0.20454545454545456,0.08333333333333333,0.0,0.09595959595959597
