epoch,train_loss_avg,val_loss,qwk_c,qwk_o,qwk_l,qwk_avg,emd_c,emd_o,emd_l,macroEMD,tailR0_c,tailR0_o,tailR0_l,tailR0_avg
1,1.8234616988865822,1.6155433907578125,-0.1842176821420154,-0.007644935230409766,0.020468197661483778,-0.05713147323698046,0.3710051788081919,0.3766021159413854,0.40509302839738437,0.3842334410489872,0.0,0.0,0.0,0.0
2,1.3310907489483388,1.2388661456928798,0.14434640134578236,0.24669958681850235,0.020919484310386705,0.1373218241582238,0.3367270935043073,0.3286173197566836,0.28064300401001774,0.3153291390903362,0.0,0.0,0.0,0.0
3,1.1125729469512289,1.4111909537235436,0.14559438507250977,0.2018385559954372,0.18133442488743345,0.17625578865179348,0.31715036067509134,0.30451713506353667,0.27655666127330614,0.2994080523373114,0.0,0.0,0.0,0.0
4,0.9941900533487086,1.4740068830628452,0.2046718576195774,0.1681667921317056,0.17761429322122957,0.18348431432417087,0.3107326877609018,0.2937040487180649,0.2715891327671678,0.29200862308204484,0.0,0.0,0.0,0.0
5,0.9285380320963431,1.2011615759730636,0.33772098915019,0.30180415058921684,0.3389740877842411,0.3261664091745493,0.2928079169735189,0.277511056577493,0.24482846388546248,0.27171581247882476,0.0,0.0,0.0,0.0
6,0.8453368458415405,1.5902057282771698,0.23207440457487594,0.15050679529381084,0.23303214961126284,0.20520444982664987,0.3077643125676782,0.2857820399792638,0.2634208035502357,0.28565571869905926,0.0,0.0,0.0,0.0
7,0.8719364496604093,1.4833455202708146,0.23072784980364736,0.23102818120611723,0.24042272126816389,0.23405958409264283,0.30278143876199015,0.28171070465052067,0.2552431836547634,0.2799117756890914,0.0,0.0,0.0,0.0
8,0.7750471838346165,1.220148118858743,0.3028578184643449,0.33049277510188957,0.34337438789137853,0.32557499381920435,0.28108979976205306,0.2648656931262935,0.2251937200019737,0.25704973763010674,0.16666666666666666,0.0,0.0,0.05555555555555555
9,0.6920900070138815,1.6506885359550874,0.2787782604602369,0.27921399440493444,0.2640918580375784,0.27402803763424993,0.2837650990826296,0.2619889985115732,0.24453653946733628,0.26343021235384634,0.0,0.0,0.0,0.0
10,0.6307430196032737,1.613999369055976,0.2622129190129425,0.2721190655074953,0.2365648753167089,0.2569656199457156,0.2874808007146502,0.26490636040692433,0.2464319257092754,0.26627302894361665,0.0,0.0,0.0,0.0
11,0.6174577570799694,1.5924850407312123,0.2906030336662966,0.2782125894708676,0.24996724747805577,0.27292762353840666,0.28397283509916965,0.2605057366241675,0.23988810874743358,0.26145556015692356,0.25,0.0,0.0,0.08333333333333333
12,0.5223499635550878,1.486407358880233,0.3412801721319759,0.32698014904702233,0.33001262803423614,0.3327576497377448,0.2765986526315992,0.24741794375803697,0.22712995218399082,0.25038218285787567,0.3333333333333333,0.03571428571428571,0.0,0.12301587301587301
13,0.4727106383113517,1.733788809688305,0.2969999059531647,0.30045242665204286,0.24812030075187974,0.28185754445236244,0.2751103746848596,0.2539231777316667,0.24119704303018466,0.25674353181557036,0.25,0.03571428571428571,0.0,0.09523809523809523
14,0.40725764480200743,1.665756434572941,0.3421599889089145,0.34654571302846704,0.28208196230930305,0.3235958880822282,0.2669705541781995,0.24050301789669484,0.22671400508491424,0.24472919238660285,0.0,0.03571428571428571,0.0,0.011904761904761904
15,0.3705046176534392,1.990658049691642,0.312286005120454,0.3263838088271154,0.3393335886633475,0.32600113420363896,0.26430210401966664,0.248987241715742,0.22761699243432387,0.24696877938991083,0.08333333333333333,0.03571428571428571,0.0,0.03968253968253968
16,0.34707990029472424,1.810126316816996,0.32105990187605893,0.29897777360967825,0.23312883435582832,0.28438883661385517,0.26085109721862965,0.2488853483908991,0.23664429388647334,0.24879357983200068,0.16666666666666666,0.03571428571428571,0.0,0.06746031746031746
17,0.2969477548964929,1.7750109731066899,0.3699606109622532,0.36853133532287763,0.2895086321381143,0.34266685947441505,0.2585595936932227,0.23570751343270993,0.22671008982440136,0.240325732316778,0.16666666666666666,0.10714285714285714,0.0,0.09126984126984126
18,0.2510026336371924,2.1025780102000358,0.26604353553729376,0.3052624412825924,0.23159881369641422,0.2676349301721001,0.2740524059922706,0.24575301743465489,0.23722721165061678,0.2523442116925141,0.0,0.03571428571428571,0.0,0.011904761904761904
19,0.2073003359502064,1.7833590900347038,0.3520610629046652,0.3509747266010753,0.25003806913354654,0.31769128621309567,0.25676698470966774,0.23396964309443397,0.23150728435532375,0.2407479707198085,0.16666666666666666,0.03571428571428571,0.0,0.06746031746031746
20,0.17753786980678296,2.3385369732758274,0.28236893790602813,0.295183114939369,0.23638778220451528,0.2713132783499708,0.2720749111547225,0.24696149864524072,0.2396034841296916,0.25287996464321827,0.25,0.03571428571428571,0.0,0.09523809523809523
21,0.13194072141513824,2.378425254565689,0.28073770491803285,0.2913960342212939,0.2776381909547738,0.28325731003136684,0.278635744088611,0.2458829895351126,0.2368470859562663,0.2537886065266633,0.25,0.07142857142857142,0.0,0.10714285714285714
22,0.10914039811302435,2.3525393791930322,0.3265711272411439,0.33116596174483937,0.2782348541510845,0.3119906477123559,0.2598551518130121,0.23977670525072617,0.23051524774380974,0.2433823682691827,0.07142857142857142,0.07142857142857142,0.0,0.047619047619047616
23,0.0883439574415052,2.3801004343437477,0.30754652068155885,0.3138093202223171,0.28355957767722473,0.3016384728603669,0.25853157023109613,0.2367837834451937,0.22339072880562671,0.23956869416063886,0.16666666666666666,0.03571428571428571,0.0,0.06746031746031746
24,0.08034634095760453,2.513493450000307,0.31889325127334456,0.29929748062015504,0.2551910923863978,0.2911272747599658,0.26031844584942204,0.24918339061940115,0.23112914940850654,0.24687699529244322,0.16666666666666666,0.03571428571428571,0.0,0.06746031746031746
25,0.06607269084901798,2.7667846576068778,0.27697917489403157,0.27733286397371604,0.24948594928032886,0.2679326627160255,0.26895250311652763,0.25291975516499415,0.2382741338003509,0.2533821306939576,0.0,0.03571428571428571,0.0,0.011904761904761904
26,0.04959619286056041,2.6086733854809108,0.3257869576982051,0.30765733584464494,0.29278095532539805,0.30874174962274936,0.2552685204859694,0.24311171090515585,0.22528965746984295,0.24122329628698938,0.16666666666666666,0.03571428571428571,0.0,0.06746031746031746
27,0.04316963634118042,2.90449248476758,0.27508706248442594,0.2898851007722735,0.2748671222475324,0.2799464285014106,0.27001567710450536,0.25091315493793404,0.23388974231743911,0.2516061914532928,0.16666666666666666,0.03571428571428571,0.0,0.06746031746031746
28,0.03714135317778214,2.8540293213882415,0.3074673090158293,0.282213536819902,0.25592735833193203,0.2818694013892211,0.26198385482594005,0.24633658219961885,0.2304388005164556,0.2462530791806715,0.08333333333333333,0.03571428571428571,0.0,0.03968253968253968
29,0.03877385114830659,2.9251143091591527,0.31265635625206645,0.29097877358490565,0.27569380908813645,0.2931096463083695,0.2600729977388464,0.25030342702154273,0.22547646059660537,0.24528429511899819,0.23809523809523808,0.07142857142857142,0.0,0.10317460317460318
