epoch,train_loss_avg,val_loss,qwk_c,qwk_o,qwk_l,qwk_avg,emd_c,emd_o,emd_l,macroEMD,tailR0_c,tailR0_o,tailR0_l,tailR0_avg
1,1.1496003325191189,1.0803742857493304,0.03917502986543442,0.06171748937022248,0.1391175573849034,0.0800033588735201,0.4010094672983541,0.38450342470869864,0.36092036889683543,0.3821444203012961,0.0,0.2777777777777778,0.5,0.25925925925925924
2,1.606452824950483,1.517948416694072,0.006010346926354382,0.007190399844531958,0.09621435679730317,0.0364717011893965,0.37223000274438045,0.3618566909265706,0.3421340833618272,0.3587402590109261,0.0,0.0,0.0,0.0
3,1.575816654195861,1.4206086233499322,0.4848606890491707,0.37022116903633495,0.49560652289945595,0.45022946032832056,0.34246092523719696,0.32059916178897013,0.3098572708625441,0.3243057859629037,0.0,0.0,0.0,0.0
4,1.622412124445429,1.49328126521824,0.40372512872671795,0.24963824852821648,0.3590264342137611,0.3374632704895652,0.33231139745170796,0.3182115848027283,0.30528358829625935,0.3186021901835652,0.0,0.0,0.0,0.0
5,1.6357797641426608,1.573304026751948,0.24494002786240965,0.28940620510961657,0.23176183076512347,0.2553693545790499,0.32743287547752054,0.320292035473636,0.2925381301285969,0.31342101369325115,0.0,0.0,0.0,0.0
6,1.5631445737322758,1.5101750038898192,0.38934311856879056,0.3263982929131273,0.34080872412653584,0.3521833785361512,0.3137202785812244,0.3039029819937101,0.2946100545329233,0.3040777717026193,0.0,0.0,0.0,0.0
7,1.6096234625948502,1.5280941303720013,0.37966154004423636,0.3505197415957819,0.3515064057440518,0.3605625624613567,0.3116843309052765,0.2883895763225084,0.29276606874229183,0.2976133253233589,0.05,0.0,0.0,0.016666666666666666
8,1.541088514500632,1.48615752296372,0.478879014072618,0.4702366271562668,0.4015437508426587,0.45021979735718115,0.2991138705293004,0.2949638576756082,0.2813247783271243,0.29180083551067765,0.1,0.0,0.0,0.03333333333333333
9,1.52235345854008,1.4822135109195271,0.365530303030303,0.40279814961074134,0.37376564397739875,0.38069803220614773,0.30035336477136043,0.2958234913929133,0.2950448310166242,0.297073895726966,0.1,0.0,0.0,0.03333333333333333
10,1.5044704574064438,1.4327753652042847,0.42757180964162833,0.43836932071879287,0.42024310569055734,0.42872807868365953,0.30805928747735173,0.289343833044427,0.28242465876004963,0.2932759264272761,0.0,0.0,0.0,0.0
11,1.494252250869993,1.494511532087753,0.4602811631109841,0.4026241826947773,0.39081305513218056,0.41790613364598067,0.30432739176442725,0.2973083880690307,0.2850866248665419,0.29557413489999995,0.05,0.0,0.0,0.016666666666666666
12,1.4420537011507841,1.5545374184450242,0.34164117915012704,0.3303826384922902,0.3310406035056579,0.33435480704935844,0.3150659871285734,0.30953123787449505,0.29012828444420335,0.3049085031490906,0.0,0.0,0.0,0.0
13,1.435963212633667,1.4658412903477127,0.46151452973725726,0.4328103177885103,0.33089921481184015,0.40840802077920263,0.31222955265577906,0.3095577929061474,0.28736996102891277,0.3030524355302797,0.05,0.0,0.0,0.016666666666666666
14,1.3916831035850423,1.4649706990057096,0.45605032861209716,0.4868172895577537,0.38560462128117556,0.44282407981700883,0.3071848721086764,0.3120069902349004,0.2932595157397516,0.30415045936110946,0.05,0.0,0.0,0.016666666666666666
15,1.375399071469556,1.4907673617295494,0.3868212324588164,0.37856660011633214,0.34045844466319786,0.36861542574611544,0.320731279245123,0.3120306029397072,0.2966515811906563,0.30980448779182884,0.05,0.0,0.0,0.016666666666666666
16,1.3140361521338766,1.5194792931326895,0.42140896729743815,0.4015823768920902,0.32170416056282825,0.3815651682507855,0.3081864701840468,0.3087679847771471,0.30230895991981066,0.3064211382936682,0.05,0.0,0.0,0.016666666666666666
17,1.3214892852386528,1.5122365805046936,0.4592809977989728,0.41623101817276575,0.363038649489116,0.4128502218202848,0.31026689269457974,0.30965184157564696,0.28142250584914186,0.30044708003978954,0.05,0.0,0.0,0.016666666666666666
18,1.2939398987714912,1.5137169000529254,0.46587939532268197,0.4430940307056145,0.4034199509570827,0.43746445899512637,0.3102508850815343,0.3062870099455291,0.28197151772270734,0.2995031375832569,0.05,0.0,0.0,0.016666666666666666
19,1.2266119607415007,1.5149641386754567,0.4395261114095037,0.3845449967015896,0.33066319609927786,0.38491143473679035,0.3102165436536768,0.3029931403982765,0.29622651321560667,0.30314539908918664,0.1,0.0,0.0,0.03333333333333333
20,1.260462658893631,1.5021352810485804,0.41842273198246105,0.40719009034180864,0.3732118992228878,0.39960824051571914,0.3184508117238661,0.30748927310613866,0.2919156101330096,0.3059518983210048,0.05,0.0,0.0,0.016666666666666666
21,1.204493334895252,1.4739339138371454,0.42431520321331706,0.4124886155791565,0.3599257884972171,0.39890986909656356,0.3225252375879516,0.32120682411089707,0.29275201297994535,0.3121613582262647,0.05,0.0,0.0,0.016666666666666666
22,1.1831573871585066,1.465565652485318,0.4259666080843586,0.4160942100098136,0.3679363359548672,0.4033323846830131,0.32152901986337945,0.3182712406619502,0.28775396439644096,0.30918474164059023,0.05,0.0,0.0,0.016666666666666666
23,1.1912596725144153,1.5357317946613906,0.4209908550348901,0.3723001419017976,0.3566689944134078,0.3833199971166985,0.3126495370690052,0.3207239114746193,0.29205418535402367,0.3084758779658827,0.05,0.0,0.0,0.016666666666666666
24,1.1788327819600328,1.5046599781862755,0.397007795336486,0.37785998692577405,0.33163378408335187,0.3688338554485373,0.3252237562236743,0.31819414553993547,0.29807800913085203,0.31383197029815396,0.05,0.0,0.0,0.016666666666666666
25,1.1260405722512956,1.4611418531126619,0.4018127082970727,0.4071580153176241,0.33862660944206,0.38253244435225225,0.3213214809063728,0.3141572285801515,0.297268486158476,0.31091573188166677,0.1,0.0,0.0,0.03333333333333333
26,1.1583042009855777,1.5144614816370658,0.3933724943372179,0.3815106121101137,0.3464266769759141,0.3737699278077486,0.31641620406313836,0.3194987400661382,0.28118684119297244,0.3057005951074163,0.1,0.0,0.0,0.03333333333333333
27,1.1088195501145517,1.5321879190425514,0.38956555097343437,0.3688680202310044,0.3123114546330841,0.35691500861250763,0.3237359128433881,0.31373619212050013,0.3031728625559697,0.3135483225066193,0.05,0.0,0.0,0.016666666666666666
28,1.1477399357694815,1.5444018209085193,0.3773843294531938,0.3780311319755745,0.33827309707853415,0.36456285283576745,0.31846778845256724,0.3144235417577935,0.29763389003094154,0.31017507341376743,0.05,0.0,0.0,0.016666666666666666
29,1.1115480899243375,1.5386210260795674,0.3793371361786053,0.3627957341616146,0.34370981522555255,0.3619475618552575,0.3200396121419749,0.3088823790347871,0.29496517510291265,0.3079623887598915,0.05,0.0,0.0,0.016666666666666666
30,1.098962455062546,1.493514196964146,0.38926831922940863,0.38850850463042297,0.35938523646794274,0.3790540201092581,0.3209541958855352,0.3086327791814043,0.2865581743329626,0.30538171646663403,0.05,0.0,0.0,0.016666666666666666
31,1.103040261382439,1.4937588397111023,0.39132038956608906,0.3935364191046644,0.3598572252668013,0.3815713446458516,0.32310122879565284,0.30831262765366196,0.2927058636516904,0.30803990670033504,0.05,0.0,0.0,0.016666666666666666
32,1.111964102537499,1.536752492642035,0.3884204120664174,0.37250897824096896,0.3491914236797985,0.37004027132906164,0.323362631418833,0.31090879345639105,0.2906735736621324,0.30831499951245217,0.05,0.0,0.0,0.016666666666666666
33,1.0977954910205403,1.5280110987103732,0.378651581192618,0.3657867307651401,0.36467728579950665,0.36970519925242157,0.3209389564591967,0.3058207855674759,0.287239148122017,0.30466629671622986,0.05,0.0,0.0,0.016666666666666666
34,1.093628915937806,1.5325169993773833,0.39997365994995393,0.36746065110048665,0.36008212086048375,0.3758388106369748,0.3186011618824689,0.3081301059633569,0.2872782335369619,0.30466983379426255,0.05,0.0,0.0,0.016666666666666666
35,1.100221283247092,1.531609649874284,0.37322737820559426,0.3738766157041069,0.36329887384987025,0.3701342892531905,0.3192887062232456,0.30894833996444804,0.28721754628813245,0.3051515308252754,0.05,0.0,0.0,0.016666666666666666
